# of Sims,Tickets lost in this million,Total tickets lost,rolling ticket loss average,Expected Value this million,rolling expected value
354000000,-1189266,-421263388,-1190009.5706214688,-1.189266,-1.1900095706214688
355000000,-1187019,-422450407,-1190001.1464788732,-1.187019,-1.1900011464788733
356000000,-1192399,-423642806,-1190007.8820224719,-1.192399,-1.190007882022472
357000000,-1188572,-424831378,-1190003.8599439776,-1.188572,-1.1900038599439775
358000000,-1191101,-426022479,-1190006.9245810055,-1.191101,-1.1900069245810057
359000000,-1190161,-427212640,-1190007.3537604457,-1.190161,-1.1900073537604456
360000000,-1189408,-428402048,-1190005.6888888888,-1.189408,-1.1900056888888888
361000000,-1190535,-429592583,-1190007.1551246538,-1.190535,-1.1900071551246538
362000000,-1188439,-430781022,-1190002.8232044198,-1.188439,-1.19000282320442
363000000,-1187559,-431968581,-1189996.0909090908,-1.187559,-1.189996090909091
364000000,-1191851,-433160432,-1190001.1868131869,-1.191851,-1.1900011868131868
365000000,-1190160,-434350592,-1190001.6219178082,-1.19016,-1.1900016219178082
366000000,-1193855,-435544447,-1190012.150273224,-1.193855,-1.190012150273224
367000000,-1188098,-436732545,-1190006.9346049046,-1.188098,-1.1900069346049047
368000000,-1188364,-437920909,-1190002.4701086956,-1.188364,-1.1900024701086958
369000000,-1189678,-439110587,-1190001.5907859078,-1.189678,-1.1900015907859078
370000000,-1189092,-440299679,-1189999.1324324324,-1.189092,-1.1899991324324324
371000000,-1190736,-441490415,-1190001.1185983827,-1.190736,-1.1900011185983828
372000000,-1190360,-442680775,-1190002.0833333333,-1.19036,-1.1900020833333333
373000000,-1191121,-443871896,-1190005.0831099197,-1.191121,-1.1900050831099196
374000000,-1193064,-445064960,-1190013.2620320856,-1.193064,-1.1900132620320856
375000000,-1188637,-446253597,-1190009.592,-1.188637,-1.190009592
376000000,-1191417,-447445014,-1190013.335106383,-1.191417,-1.190013335106383
377000000,-1190431,-448635445,-1190014.4429708223,-1.190431,-1.1900144429708224
378000000,-1190500,-449825945,-1190015.7275132276,-1.1905,-1.1900157275132275
379000000,-1192775,-451018720,-1190023.0079155674,-1.192775,-1.1900230079155674
380000000,-1191140,-452209860,-1190025.9473684211,-1.19114,-1.1900259473684212
381000000,-1190331,-453400191,-1190026.748031496,-1.190331,-1.190026748031496
382000000,-1190146,-454590337,-1190027.060209424,-1.190146,-1.190027060209424
383000000,-1190143,-455780480,-1190027.362924282,-1.190143,-1.190027362924282
384000000,-1189384,-456969864,-1190025.6875,-1.189384,-1.1900256875
385000000,-1188660,-458158524,-1190022.1402597402,-1.18866,-1.1900221402597402
386000000,-1191605,-459350129,-1190026.2409326425,-1.191605,-1.1900262409326425
387000000,-1189485,-460539614,-1190024.842377261,-1.189485,-1.190024842377261
388000000,-1190470,-461730084,-1190025.9896907217,-1.19047,-1.1900259896907217
389000000,-1191023,-462921107,-1190028.5526992287,-1.191023,-1.1900285526992287
390000000,-1190027,-464111134,-1190028.5487179486,-1.190027,-1.1900285487179487
391000000,-1189285,-465300419,-1190026.6470588236,-1.189285,-1.1900266470588234
392000000,-1190859,-466491278,-1190028.7704081633,-1.190859,-1.1900287704081633
393000000,-1188849,-467680127,-1190025.768447837,-1.188849,-1.1900257684478373
394000000,-1192787,-468872914,-1190032.776649746,-1.192787,-1.1900327766497463
395000000,-1192779,-470065693,-1190039.729113924,-1.192779,-1.190039729113924
396000000,-1189943,-471255636,-1190039.4848484849,-1.189943,-1.1900394848484848
397000000,-1189402,-472445038,-1190037.879093199,-1.189402,-1.190037879093199
398000000,-1190831,-473635869,-1190039.8718592965,-1.190831,-1.1900398718592964
399000000,-1187736,-474823605,-1190034.0977443608,-1.187736,-1.1900340977443609
400000000,-1188098,-476011703,-1190029.2575,-1.188098,-1.1900292575
401000000,-1192028,-477203731,-1190034.241895262,-1.192028,-1.1900342418952619
402000000,-1190561,-478394292,-1190035.552238806,-1.190561,-1.190035552238806
403000000,-1190357,-479584649,-1190036.3498759305,-1.190357,-1.1900363498759305
404000000,-1187371,-480772020,-1190029.7524752475,-1.187371,-1.1900297524752474
405000000,-1189747,-481961767,-1190029.0543209875,-1.189747,-1.1900290543209877
406000000,-1188499,-483150266,-1190025.2857142857,-1.188499,-1.1900252857142857
407000000,-1188738,-484339004,-1190022.1228501229,-1.188738,-1.1900221228501229
408000000,-1192595,-485531599,-1190028.4289215687,-1.192595,-1.1900284289215686
409000000,-1192455,-486724054,-1190034.3618581907,-1.192455,-1.1900343618581908
410000000,-1187531,-487911585,-1190028.256097561,-1.187531,-1.190028256097561
411000000,-1190872,-489102457,-1190030.3090024332,-1.190872,-1.1900303090024331
412000000,-1189133,-490291590,-1190028.1310679612,-1.189133,-1.1900281310679612
413000000,-1190089,-491481679,-1190028.278450363,-1.190089,-1.1900282784503633
414000000,-1189226,-492670905,-1190026.3405797102,-1.189226,-1.1900263405797102
415000000,-1193266,-493864171,-1190034.1469879518,-1.193266,-1.1900341469879518
416000000,-1190642,-495054813,-1190035.608173077,-1.190642,-1.190035608173077
417000000,-1191885,-496246698,-1190040.0431654677,-1.191885,-1.1900400431654676
418000000,-1187773,-497434471,-1190034.619617225,-1.187773,-1.190034619617225
419000000,-1186523,-498620994,-1190026.2386634846,-1.186523,-1.1900262386634846
420000000,-1192073,-499813067,-1190031.111904762,-1.192073,-1.190031111904762
421000000,-1190766,-501003833,-1190032.8574821854,-1.190766,-1.1900328574821852
422000000,-1188902,-502192735,-1190030.1777251186,-1.188902,-1.1900301777251185
423000000,-1188235,-503380970,-1190025.9338061465,-1.188235,-1.1900259338061465
424000000,-1192631,-504573601,-1190032.0778301887,-1.192631,-1.1900320778301887
425000000,-1188293,-505761894,-1190027.985882353,-1.188293,-1.190027985882353
426000000,-1189559,-506951453,-1190026.8849765258,-1.189559,-1.1900268849765259
427000000,-1192074,-508143527,-1190031.6791569088,-1.192074,-1.1900316791569088
428000000,-1191509,-509335036,-1190035.1308411215,-1.191509,-1.1900351308411214
429000000,-1191013,-510526049,-1190037.4102564103,-1.191013,-1.1900374102564102
430000000,-1190558,-511716607,-1190038.6209302326,-1.190558,-1.1900386209302325
431000000,-1190989,-512907596,-1190040.825986079,-1.190989,-1.1900408259860789
432000000,-1190510,-514098106,-1190041.912037037,-1.19051,-1.1900419120370371
433000000,-1191332,-515289438,-1190044.8914549653,-1.191332,-1.1900448914549653
434000000,-1189020,-516478458,-1190042.529953917,-1.18902,-1.190042529953917
435000000,-1188335,-517666793,-1190038.6045977012,-1.188335,-1.1900386045977012
436000000,-1187618,-518854411,-1190033.0527522936,-1.187618,-1.1900330527522935
437000000,-1192683,-520047094,-1190039.1167048055,-1.192683,-1.1900391167048054
438000000,-1189361,-521236455,-1190037.5684931506,-1.189361,-1.1900375684931508
439000000,-1193861,-522430316,-1190046.277904328,-1.193861,-1.190046277904328
440000000,-1190276,-523620592,-1190046.8,-1.190276,-1.1900468
441000000,-1188770,-524809362,-1190043.9047619049,-1.18877,-1.1900439047619047
442000000,-1193712,-526003074,-1190052.2036199095,-1.193712,-1.1900522036199095
443000000,-1189453,-527192527,-1190050.8510158013,-1.189453,-1.1900508510158014
444000000,-1190240,-528382767,-1190051.277027027,-1.19024,-1.190051277027027
445000000,-1191430,-529574197,-1190054.3752808988,-1.19143,-1.190054375280899
446000000,-1188324,-530762521,-1190050.495515695,-1.188324,-1.190050495515695
447000000,-1190041,-531952562,-1190050.4742729308,-1.190041,-1.1900504742729308
448000000,-1190971,-533143533,-1190052.529017857,-1.190971,-1.1900525290178572
449000000,-1187472,-534331005,-1190046.7817371937,-1.187472,-1.1900467817371938
450000000,-1187819,-535518824,-1190041.8311111112,-1.187819,-1.1900418311111112
451000000,-1190070,-536708894,-1190041.8935698448,-1.19007,-1.1900418935698447
452000000,-1190954,-537899848,-1190043.9115044249,-1.190954,-1.1900439115044248
453000000,-1190674,-539090522,-1190045.302428256,-1.190674,-1.190045302428256
454000000,-1190985,-540281507,-1190047.3722466961,-1.190985,-1.190047372246696
455000000,-1187367,-541468874,-1190041.4813186813,-1.187367,-1.1900414813186813
456000000,-1189472,-542658346,-1190040.2324561405,-1.189472,-1.1900402324561403
457000000,-1188769,-543847115,-1190037.4507658642,-1.188769,-1.1900374507658644
458000000,-1190162,-545037277,-1190037.7227074236,-1.190162,-1.1900377227074235
459000000,-1190648,-546227925,-1190039.0522875816,-1.190648,-1.1900390522875817
460000000,-1188542,-547416467,-1190035.7978260869,-1.188542,-1.190035797826087
461000000,-1188853,-548605320,-1190033.2321041215,-1.188853,-1.1900332321041214
462000000,-1188334,-549793654,-1190029.554112554,-1.188334,-1.190029554112554
463000000,-1190284,-550983938,-1190030.1036717063,-1.190284,-1.1900301036717063
464000000,-1192545,-552176483,-1190035.5237068965,-1.192545,-1.1900355237068965
465000000,-1190384,-553366867,-1190036.2731182796,-1.190384,-1.1900362731182796
466000000,-1188454,-554555321,-1190032.8776824034,-1.188454,-1.1900328776824034
467000000,-1191762,-555747083,-1190036.5802997858,-1.191762,-1.1900365802997859
468000000,-1188433,-556935516,-1190033.1538461538,-1.188433,-1.190033153846154
469000000,-1188393,-558123909,-1190029.656716418,-1.188393,-1.190029656716418
470000000,-1192418,-559316327,-1190034.7382978722,-1.192418,-1.1900347382978724
471000000,-1188540,-560504867,-1190031.5647558386,-1.18854,-1.1900315647558386
472000000,-1189427,-561694294,-1190030.2838983051,-1.189427,-1.190030283898305
473000000,-1187844,-562882138,-1190025.6617336152,-1.187844,-1.1900256617336151
474000000,-1189338,-564071476,-1190024.2109704642,-1.189338,-1.1900242109704642
475000000,-1190049,-565261525,-1190024.2631578948,-1.190049,-1.1900242631578948
476000000,-1187447,-566448972,-1190018.8487394957,-1.187447,-1.1900188487394958
477000000,-1189322,-567638294,-1190017.3878406708,-1.189322,-1.1900173878406708
478000000,-1187693,-568825987,-1190012.5251046026,-1.187693,-1.1900125251046025
479000000,-1191958,-570017945,-1190016.5866388308,-1.191958,-1.1900165866388308
480000000,-1190096,-571208041,-1190016.7520833334,-1.190096,-1.1900167520833334
481000000,-1188564,-572396605,-1190013.7318087318,-1.188564,-1.1900137318087318
482000000,-1191067,-573587672,-1190015.9170124482,-1.191067,-1.1900159170124482
483000000,-1191493,-574779165,-1190018.9751552795,-1.191493,-1.1900189751552794
484000000,-1191051,-575970216,-1190021.1074380165,-1.191051,-1.1900211074380165
485000000,-1191177,-577161393,-1190023.4907216495,-1.191177,-1.1900234907216496
486000000,-1191771,-578353164,-1190027.086419753,-1.191771,-1.190027086419753
487000000,-1191843,-579545007,-1190030.815195072,-1.191843,-1.1900308151950718
488000000,-1190050,-580735057,-1190030.8545081967,-1.19005,-1.1900308545081968
489000000,-1191221,-581926278,-1190033.2883435583,-1.191221,-1.1900332883435583
490000000,-1193989,-583120267,-1190041.3612244898,-1.193989,-1.1900413612244898
491000000,-1193325,-584313592,-1190048.0488798372,-1.193325,-1.190048048879837
492000000,-1190074,-585503666,-1190048.1016260162,-1.190074,-1.1900481016260163
493000000,-1190976,-586694642,-1190049.9837728194,-1.190976,-1.1900499837728196
494000000,-1187620,-587882262,-1190045.064777328,-1.18762,-1.190045064777328
495000000,-1192242,-589074504,-1190049.503030303,-1.192242,-1.190049503030303
496000000,-1189561,-590264065,-1190048.5181451612,-1.189561,-1.1900485181451612
497000000,-1188300,-591452365,-1190045.0,-1.1883,-1.190045
498000000,-1190559,-592642924,-1190046.032128514,-1.190559,-1.190046032128514
499000000,-1188767,-593831691,-1190043.4689378757,-1.188767,-1.1900434689378758
500000000,-1189983,-595021674,-1190043.348,-1.189983,-1.190043348
501000000,-1191806,-596213480,-1190046.866267465,-1.191806,-1.190046866267465
502000000,-1193338,-597406818,-1190053.422310757,-1.193338,-1.190053422310757
503000000,-1188091,-598594909,-1190049.5208747515,-1.188091,-1.1900495208747515
504000000,-1192635,-599787544,-1190054.650793651,-1.192635,-1.1900546507936507
505000000,-1190577,-600978121,-1190055.6851485148,-1.190577,-1.190055685148515
506000000,-1191152,-602169273,-1190057.851778656,-1.191152,-1.1900578517786562
507000000,-1189082,-603358355,-1190055.9270216962,-1.189082,-1.1900559270216962
508000000,-1189291,-604547646,-1190054.4212598426,-1.189291,-1.1900544212598425
509000000,-1192800,-605740446,-1190059.815324165,-1.1928,-1.190059815324165
510000000,-1188612,-606929058,-1190056.9764705882,-1.188612,-1.1900569764705882
511000000,-1192446,-608121504,-1190061.6516634051,-1.192446,-1.190061651663405
512000000,-1191504,-609313008,-1190064.46875,-1.191504,-1.19006446875
513000000,-1192661,-610505669,-1190069.530214425,-1.192661,-1.1900695302144249
514000000,-1191563,-611697232,-1190072.4357976653,-1.191563,-1.1900724357976653
515000000,-1189795,-612887027,-1190071.8970873787,-1.189795,-1.1900718970873787
516000000,-1191907,-614078934,-1190075.453488372,-1.191907,-1.1900754534883722
517000000,-1189742,-615268676,-1190074.8085106383,-1.189742,-1.1900748085106383
518000000,-1190896,-616459572,-1190076.3938223938,-1.190896,-1.1900763938223937
519000000,-1187986,-617647558,-1190072.366088632,-1.187986,-1.190072366088632
520000000,-1192190,-618839748,-1190076.4384615384,-1.19219,-1.1900764384615385
521000000,-1186039,-620025787,-1190068.689059501,-1.186039,-1.190068689059501
522000000,-1188016,-621213803,-1190064.7567049807,-1.188016,-1.190064756704981
523000000,-1192164,-622405967,-1190068.7705544934,-1.192164,-1.1900687705544932
524000000,-1189726,-623595693,-1190068.1164122138,-1.189726,-1.1900681164122138
525000000,-1190461,-624786154,-1190068.8647619048,-1.190461,-1.1900688647619047
526000000,-1189802,-625975956,-1190068.3574144486,-1.189802,-1.1900683574144486
527000000,-1190894,-627166850,-1190069.9240986716,-1.190894,-1.1900699240986716
528000000,-1190141,-628356991,-1190070.058712121,-1.190141,-1.1900700587121211
529000000,-1189196,-629546187,-1190068.4064272211,-1.189196,-1.1900684064272211
530000000,-1189666,-630735853,-1190067.6471698114,-1.189666,-1.1900676471698113
531000000,-1188358,-631924211,-1190064.427495292,-1.188358,-1.1900644274952918
532000000,-1189044,-633113255,-1190062.5093984962,-1.189044,-1.1900625093984962
533000000,-1189322,-634302577,-1190061.120075047,-1.189322,-1.1900611200750468
534000000,-1192250,-635494827,-1190065.2191011235,-1.19225,-1.1900652191011236
535000000,-1189432,-636684259,-1190064.0355140187,-1.189432,-1.1900640355140186
536000000,-1187919,-637872178,-1190060.0335820895,-1.187919,-1.1900600335820894
537000000,-1189167,-639061345,-1190058.370577281,-1.189167,-1.1900583705772811
538000000,-1188917,-640250262,-1190056.249070632,-1.188917,-1.190056249070632
539000000,-1190772,-641441034,-1190057.5769944342,-1.190772,-1.1900575769944342
540000000,-1192021,-642633055,-1190061.212962963,-1.192021,-1.1900612129629629
541000000,-1186866,-643819921,-1190055.3068391867,-1.186866,-1.1900553068391866
542000000,-1187243,-645007164,-1190050.1180811808,-1.187243,-1.1900501180811809
543000000,-1186677,-646193841,-1190043.9060773482,-1.186677,-1.190043906077348
544000000,-1189164,-647383005,-1190042.2886029412,-1.189164,-1.1900422886029411
545000000,-1193048,-648576053,-1190047.8036697248,-1.193048,-1.1900478036697248
546000000,-1192388,-649768441,-1190052.0897435897,-1.192388,-1.1900520897435898
547000000,-1188501,-650956942,-1190049.2541133454,-1.188501,-1.1900492541133456
548000000,-1191547,-652148489,-1190051.9872262774,-1.191547,-1.1900519872262774
549000000,-1188328,-653336817,-1190048.8469945355,-1.188328,-1.1900488469945356
550000000,-1190974,-654527791,-1190050.529090909,-1.190974,-1.1900505290909091
551000000,-1193020,-655720811,-1190055.9183303085,-1.19302,-1.1900559183303085
552000000,-1191150,-656911961,-1190057.9003623188,-1.19115,-1.1900579003623188
553000000,-1190000,-658101961,-1190057.7956600362,-1.19,-1.1900577956600362
554000000,-1192031,-659293992,-1190061.357400722,-1.192031,-1.190061357400722
555000000,-1189981,-660483973,-1190061.2126126126,-1.189981,-1.1900612126126127
556000000,-1189887,-661673860,-1190060.8992805756,-1.189887,-1.1900608992805755
557000000,-1191270,-662865130,-1190063.0700179534,-1.19127,-1.1900630700179533
558000000,-1188098,-664053228,-1190059.5483870967,-1.188098,-1.1900595483870968
559000000,-1191193,-665244421,-1190061.5760286225,-1.191193,-1.1900615760286226
560000000,-1190171,-666434592,-1190061.7714285713,-1.190171,-1.1900617714285715
561000000,-1190321,-667624913,-1190062.2335115864,-1.190321,-1.1900622335115865
562000000,-1189844,-668814757,-1190061.8451957295,-1.189844,-1.1900618451957294
563000000,-1189745,-670004502,-1190061.2824156305,-1.189745,-1.1900612824156305
564000000,-1191247,-671195749,-1190063.384751773,-1.191247,-1.190063384751773
565000000,-1189935,-672385684,-1190063.157522124,-1.189935,-1.1900631575221239
566000000,-1190414,-673576098,-1190063.777385159,-1.190414,-1.190063777385159
567000000,-1190669,-674766767,-1190064.8447971782,-1.190669,-1.1900648447971782
568000000,-1189104,-675955871,-1190063.153169014,-1.189104,-1.190063153169014
569000000,-1190071,-677145942,-1190063.1669595782,-1.190071,-1.1900631669595783
570000000,-1187154,-678333096,-1190058.0631578946,-1.187154,-1.1900580631578948
571000000,-1188360,-679521456,-1190055.0893169877,-1.18836,-1.1900550893169877
572000000,-1190036,-680711492,-1190055.055944056,-1.190036,-1.190055055944056
573000000,-1190487,-681901979,-1190055.8097731238,-1.190487,-1.190055809773124
574000000,-1191813,-683093792,-1190058.8710801394,-1.191813,-1.1900588710801394
575000000,-1193058,-684286850,-1190064.0869565217,-1.193058,-1.1900640869565218
576000000,-1190626,-685477476,-1190065.0625,-1.190626,-1.1900650625
577000000,-1186197,-686663673,-1190058.3587521664,-1.186197,-1.1900583587521665
578000000,-1190859,-687854532,-1190059.7439446368,-1.190859,-1.1900597439446368
579000000,-1188631,-689043163,-1190057.2763385146,-1.188631,-1.1900572763385147
580000000,-1189516,-690232679,-1190056.3431034482,-1.189516,-1.1900563431034483
581000000,-1189998,-691422677,-1190056.2426850258,-1.189998,-1.1900562426850259
582000000,-1187797,-692610474,-1190052.3608247424,-1.187797,-1.1900523608247422
583000000,-1191908,-693802382,-1190055.5437392795,-1.191908,-1.1900555437392797
584000000,-1191846,-694994228,-1190058.6095890412,-1.191846,-1.190058609589041
585000000,-1189946,-696184174,-1190058.4170940171,-1.189946,-1.1900584170940172
586000000,-1190399,-697374573,-1190058.9982935153,-1.190399,-1.1900589982935155
587000000,-1191296,-698565869,-1190061.1056218059,-1.191296,-1.1900611056218058
588000000,-1190117,-699755986,-1190061.2006802722,-1.190117,-1.1900612006802722
589000000,-1190833,-700946819,-1190062.5110356538,-1.190833,-1.1900625110356537
590000000,-1188504,-702135323,-1190059.8694915255,-1.188504,-1.1900598694915254
591000000,-1190115,-703325438,-1190059.9627749578,-1.190115,-1.1900599627749577
592000000,-1189842,-704515280,-1190059.5945945946,-1.189842,-1.1900595945945946
593000000,-1190833,-705706113,-1190060.8988195616,-1.190833,-1.1900608988195616
594000000,-1189899,-706896012,-1190060.6262626264,-1.189899,-1.1900606262626263
595000000,-1190822,-708086834,-1190061.905882353,-1.190822,-1.190061905882353
596000000,-1191858,-709278692,-1190064.9194630873,-1.191858,-1.1900649194630872
597000000,-1189627,-710468319,-1190064.1859296483,-1.189627,-1.1900641859296481
598000000,-1189771,-711658090,-1190063.6956521738,-1.189771,-1.190063695652174
599000000,-1192614,-712850704,-1190067.9532554257,-1.192614,-1.1900679532554257
600000000,-1188993,-714039697,-1190066.1616666666,-1.188993,-1.1900661616666666
601000000,-1191660,-715231357,-1190068.8136439268,-1.19166,-1.1900688136439268
602000000,-1191723,-716423080,-1190071.561461794,-1.191723,-1.190071561461794
603000000,-1188805,-717611885,-1190069.4610281924,-1.188805,-1.1900694610281923
604000000,-1190074,-718801959,-1190069.4685430464,-1.190074,-1.1900694685430464
605000000,-1188271,-719990230,-1190066.4958677685,-1.188271,-1.1900664958677687
606000000,-1189641,-721179871,-1190065.793729373,-1.189641,-1.190065793729373
607000000,-1188675,-722368546,-1190063.5024711697,-1.188675,-1.1900635024711697
608000000,-1188963,-723557509,-1190061.6924342106,-1.188963,-1.1900616924342104
609000000,-1188690,-724746199,-1190059.4400656815,-1.18869,-1.1900594400656814
610000000,-1188546,-725934745,-1190056.9590163934,-1.188546,-1.1900569590163934
611000000,-1190956,-727125701,-1190058.4304418985,-1.190956,-1.1900584304418986
612000000,-1186598,-728312299,-1190052.776143791,-1.186598,-1.190052776143791
613000000,-1190749,-729503048,-1190053.911908646,-1.190749,-1.190053911908646
614000000,-1191074,-730694122,-1190055.5732899022,-1.191074,-1.1900555732899023
615000000,-1189952,-731884074,-1190055.4048780487,-1.189952,-1.1900554048780487
616000000,-1188410,-733072484,-1190052.7337662338,-1.18841,-1.1900527337662337
617000000,-1187825,-734260309,-1190049.1231766613,-1.187825,-1.1900491231766612
618000000,-1188765,-735449074,-1190047.0453074435,-1.188765,-1.1900470453074434
619000000,-1188865,-736637939,-1190045.1357027465,-1.188865,-1.1900451357027464
620000000,-1190010,-737827949,-1190045.0790322581,-1.19001,-1.190045079032258
621000000,-1192297,-739020246,-1190048.7053140097,-1.192297,-1.1900487053140096
622000000,-1192332,-740212578,-1190052.3762057878,-1.192332,-1.1900523762057877
623000000,-1189950,-741402528,-1190052.2118780096,-1.18995,-1.1900522118780097
624000000,-1189652,-742592180,-1190051.5705128205,-1.189652,-1.1900515705128205
625000000,-1192270,-743784450,-1190055.12,-1.19227,-1.19005512
626000000,-1190681,-744975131,-1190056.1198083067,-1.190681,-1.1900561198083066
627000000,-1190694,-746165825,-1190057.1371610845,-1.190694,-1.1900571371610846
628000000,-1187987,-747353812,-1190053.8407643312,-1.187987,-1.1900538407643313
629000000,-1192680,-748546492,-1190058.0158982512,-1.19268,-1.1900580158982512
630000000,-1191622,-749738114,-1190060.4984126985,-1.191622,-1.1900604984126983
631000000,-1187598,-750925712,-1190056.5958795561,-1.187598,-1.1900565958795564
632000000,-1191285,-752116997,-1190058.539556962,-1.191285,-1.190058539556962
633000000,-1191455,-753308452,-1190060.7456556081,-1.191455,-1.1900607456556083
634000000,-1191949,-754500401,-1190063.7239747634,-1.191949,-1.1900637239747633
635000000,-1194554,-755694955,-1190070.7952755906,-1.194554,-1.1900707952755905
636000000,-1188969,-756883924,-1190069.0628930817,-1.188969,-1.1900690628930817
637000000,-1190885,-758074809,-1190070.343799058,-1.190885,-1.190070343799058
638000000,-1192639,-759267448,-1190074.369905956,-1.192639,-1.1900743699059562
639000000,-1188765,-760456213,-1190072.3208137716,-1.188765,-1.1900723208137716
640000000,-1192446,-761648659,-1190076.0296875,-1.192446,-1.1900760296875
641000000,-1189588,-762838247,-1190075.2683307333,-1.189588,-1.1900752683307332
642000000,-1187815,-764026062,-1190071.7476635515,-1.187815,-1.1900717476635514
643000000,-1190247,-765216309,-1190072.0202177295,-1.190247,-1.1900720202177293
644000000,-1191154,-766407463,-1190073.700310559,-1.191154,-1.190073700310559
645000000,-1186790,-767594253,-1190068.6093023256,-1.18679,-1.1900686093023256
646000000,-1186289,-768780542,-1190062.7585139319,-1.186289,-1.1900627585139318
647000000,-1193661,-769974203,-1190068.3199381763,-1.193661,-1.1900683199381763
648000000,-1190001,-771164204,-1190068.2160493827,-1.190001,-1.1900682160493827
649000000,-1188863,-772353067,-1190066.3590138676,-1.188863,-1.1900663590138676
650000000,-1191457,-773544524,-1190068.4984615385,-1.191457,-1.1900684984615384
651000000,-1191074,-774735598,-1190070.0430107526,-1.191074,-1.1900700430107527
652000000,-1190251,-775925849,-1190070.3205521472,-1.190251,-1.1900703205521472
653000000,-1190908,-777116757,-1190071.6033690658,-1.190908,-1.190071603369066
654000000,-1189027,-778305784,-1190070.006116208,-1.189027,-1.190070006116208
655000000,-1189622,-779495406,-1190069.3221374045,-1.189622,-1.1900693221374046
656000000,-1191377,-780686783,-1190071.3155487804,-1.191377,-1.1900713155487805
657000000,-1190833,-781877616,-1190072.4748858449,-1.190833,-1.1900724748858447
658000000,-1189099,-783066715,-1190070.9954407294,-1.189099,-1.1900709954407296
659000000,-1189618,-784256333,-1190070.3080424885,-1.189618,-1.1900703080424886
660000000,-1192256,-785448589,-1190073.6196969696,-1.192256,-1.1900736196969697
661000000,-1190141,-786638730,-1190073.721633888,-1.190141,-1.1900737216338881
662000000,-1188132,-787826862,-1190070.7885196374,-1.188132,-1.1900707885196375
663000000,-1192620,-789019482,-1190074.6334841629,-1.19262,-1.190074633484163
664000000,-1190623,-790210105,-1190075.4593373493,-1.190623,-1.1900754593373495
665000000,-1190131,-791400236,-1190075.5428571429,-1.190131,-1.1900755428571428
666000000,-1189623,-792589859,-1190074.8633633633,-1.189623,-1.1900748633633633
667000000,-1192271,-793782130,-1190078.155922039,-1.192271,-1.190078155922039
668000000,-1188917,-794971047,-1190076.4176646706,-1.188917,-1.1900764176646708
669000000,-1188277,-796159324,-1190073.7279521674,-1.188277,-1.1900737279521674
670000000,-1191222,-797350546,-1190075.4417910448,-1.191222,-1.1900754417910449
671000000,-1192873,-798543419,-1190079.611028316,-1.192873,-1.190079611028316
672000000,-1191409,-799734828,-1190081.5892857143,-1.191409,-1.1900815892857144
673000000,-1189038,-800923866,-1190080.0386329866,-1.189038,-1.1900800386329866
674000000,-1190247,-802114113,-1190080.2863501483,-1.190247,-1.1900802863501483
675000000,-1192755,-803306868,-1190084.2488888889,-1.192755,-1.190084248888889
676000000,-1189775,-804496643,-1190083.7914201184,-1.189775,-1.1900837914201183
677000000,-1191812,-805688455,-1190086.3441654358,-1.191812,-1.1900863441654357
678000000,-1190747,-806879202,-1190087.3185840708,-1.190747,-1.1900873185840708
679000000,-1190826,-808070028,-1190088.406480118,-1.190826,-1.1900884064801178
680000000,-1187944,-809257972,-1190085.2529411765,-1.187944,-1.1900852529411765
681000000,-1189179,-810447151,-1190083.9221732747,-1.189179,-1.1900839221732746
682000000,-1186962,-811634113,-1190079.34457478,-1.186962,-1.1900793445747802
683000000,-1191888,-812826001,-1190081.992679356,-1.191888,-1.1900819926793558
684000000,-1191019,-814017020,-1190083.3625730993,-1.191019,-1.1900833625730993
685000000,-1190976,-815207996,-1190084.6656934307,-1.190976,-1.1900846656934307
686000000,-1189063,-816397059,-1190083.1763848397,-1.189063,-1.1900831763848396
687000000,-1191934,-817588993,-1190085.8704512373,-1.191934,-1.1900858704512374
688000000,-1189624,-818778617,-1190085.199127907,-1.189624,-1.190085199127907
689000000,-1188616,-819967233,-1190083.0667634252,-1.188616,-1.1900830667634252
690000000,-1191333,-821158566,-1190084.8782608695,-1.191333,-1.1900848782608695
691000000,-1189595,-822348161,-1190084.1693198264,-1.189595,-1.1900841693198263
692000000,-1189014,-823537175,-1190082.62283237,-1.189014,-1.19008262283237
693000000,-1190320,-824727495,-1190082.9653679654,-1.19032,-1.1900829653679654
694000000,-1191712,-825919207,-1190085.3126801152,-1.191712,-1.1900853126801152
695000000,-1189242,-827108449,-1190084.0992805755,-1.189242,-1.1900840992805755
696000000,-1186324,-828294773,-1190078.6968390804,-1.186324,-1.1900786968390804
697000000,-1190472,-829485245,-1190079.2611190819,-1.190472,-1.1900792611190818
698000000,-1190693,-830675938,-1190080.1404011461,-1.190693,-1.190080140401146
699000000,-1189978,-831865916,-1190079.9942775394,-1.189978,-1.1900799942775393
700000000,-1189634,-833055550,-1190079.357142857,-1.189634,-1.1900793571428572
701000000,-1192618,-834248168,-1190082.9786019973,-1.192618,-1.190082978601997
702000000,-1189953,-835438121,-1190082.7934472933,-1.189953,-1.1900827934472935
703000000,-1187848,-836625969,-1190079.614509246,-1.187848,-1.190079614509246
704000000,-1187954,-837813923,-1190076.5951704546,-1.187954,-1.1900765951704546
705000000,-1189850,-839003773,-1190076.2737588652,-1.18985,-1.1900762737588653
706000000,-1189884,-840193657,-1190076.0014164306,-1.189884,-1.1900760014164307
